vulnerability_id,cve_id,application_id,application_name,asset_id,hostname,ip_address,os_type,server_type,internet_facing,severity,status,past_due_flag,escalated_flag,kernel_related,application_owner,os_owner,business_unit,environment,region,discovered_date,due_date,is_remediated,platform_type,operating_system,description,last_scan_date
VULN-000901,CVE-2024-1901,APP001,Application-001,ASSET-000901,host-000901.corp.local,10.3.56.133,windows,Container,False,Medium,Accepted Risk,True,False,False,owner1@example.com,sysadmin1@example.com,Engineering,Staging,ap-south-1,2025-09-21,2025-10-02,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000901,2026-06-07
VULN-000951,CVE-2024-1951,APP001,Application-001,ASSET-000951,host-000951.corp.local,10.3.59.183,windows,Physical,False,Medium,Remediated,True,False,False,owner11@example.com,sysadmin1@example.com,Retail,Development,us-west-2,2025-07-15,2025-08-21,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000951,2026-06-06
VULN-001001,CVE-2024-2001,APP001,Application-001,ASSET-001001,host-001001.corp.local,10.3.62.233,linux,Container,False,High,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Retail,Production,us-west-2,2025-07-22,2025-08-03,True,Linux,RHEL 8,Sample finding for vulnerability VULN-001001,2026-06-03
VULN-001051,CVE-2024-2051,APP001,Application-001,ASSET-001051,host-001051.corp.local,10.4.65.27,linux,VM,True,Medium,Accepted Risk,True,False,False,owner11@example.com,sysadmin1@example.com,Marketing,Production,ap-south-1,2026-03-18,2026-06-04,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001051,2026-06-19
VULN-001101,CVE-2024-2101,APP001,Application-001,ASSET-001101,host-001101.corp.local,10.4.68.77,solaris,Container,False,Medium,Open,True,False,False,owner1@example.com,sysadmin1@example.com,Engineering,Production,ap-south-1,2026-01-10,2026-02-21,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-001101,2026-06-22
VULN-001151,CVE-2024-2151,APP001,Application-001,ASSET-001151,host-001151.corp.local,10.4.71.127,windows,VM,False,Medium,In Progress,True,False,True,owner11@example.com,sysadmin1@example.com,Engineering,Development,us-west-2,2026-01-02,2026-03-17,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-0011VULN-001210,CVVULN-001201,CVE-2024-2201,APP001,Application-001,ASSET-001201,host-001201.corp.local,10.4.75.177,aix,Container,False,Medium,Open,True,True,False,owner1@example.com,sysadmin1@example.com,Engineering,Production,us-east-1,2025-10-31,2026-01-01,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001201,2026-06-10
VULN-001251,CVE-2024-2251,APP001,Application-001,ASSET-001251,host-001251.corp.local,10.4.78.227,solaris,Physical,False,Medium,Accepted Risk,True,False,False,owner11@example.com,sysadmin1@example.com,HR,Development,us-east-1,2025-08-27,2025-09-18,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-001251,2026-05-29
VULN-001301,CVE-2024-2301,APP001,Application-001,ASSET-001301,host-001301.corp.local,10.5.81.21,linux,Physical,False,Medium,Open,True,False,True,owner1@example.com,sysadmin1@example.com,Retail,Development,us-west-2,2026-01-05,2026-01-13,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001301,2026-06-01
VULN-001351,CVE-2024-2351,APP001,Application-001,ASSET-001351,host-001351.corp.local,10.5.84.71,windows,VM,False,Medium,In Progress,True,False,False,owner11@example.com,sysadmin1@example.com,Marketing,Development,eu-west-1,2026-02-11,2026-04-18,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-001351,2026-06-12
VULN-001401,CVE-2024-2401,APP001,Application-001,ASSET-001401,host-001401.corp.local,10.5.87.121,windows,Container,False,High,Open,True,True,False,owner1@example.com,sysadmin1@example.com,Engineering,Development,eu-west-1,2026-01-17,2026-03-16,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-001401,2026-06-01
VULN-001451,CVE-2024-2451,APP001,Application-001,ASSET-001451,host-001451.corp.local,10.5.90.171,aix,Physical,False,Low,Open,True,False,False,owner11@example.com,sysadmin1@example.com,Retail,Staging,eu-west-1,2026-01-09,2026-04-03,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001451,2026-05-31
VULN-001501,CVE-2024-2501,APP001,Application-001,ASSET-001501,host-001501.corp.local,10.5.93.221,windows,Physical,False,Medium,Accepted Risk,True,False,False,owner1@example.com,sysadmin1@example.com,Retail,Production,eu-west-1,2026-03-18,2026-04-21,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-001501,2026-06-14
VULN-001551,CVE-2024-2551,APP001,Application-001,ASSET-001551,host-001551.corp.local,10.6.96.15,windows,Container,False,Medium,Remediated,True,False,False,owner11@example.com,sysadmin1@example.com,Engineering,Staging,us-east-1,2026-03-11,2026-04-19,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-001551,2026-05-30
VULN-001601,CVE-2024-2601,APP001,Application-001,ASSET-001601,host-001601.corp.local,10.6.100.65,solaris,Physical,False,Low,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Engineering,Staging,us-west-2,2025-07-13,2025-08-11,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001601,2026-05-30
VULN-001651,CVE-2024-2651,APP001,Application-001,ASSET-001651,host-001651.corp.local,10.6.103.115,solaris,VM,True,High,Open,True,False,True,owner11@example.com,sysadmin1@example.com,Marketing,Staging,eu-west-1,2026-03-23,2026-04-08,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001651,2026-05-28
VULN-001701,CVE-2024-2701,APP001,Application-001,ASSET-001701,host-001701.corp.local,10.6.106.165,aix,Container,False,Medium,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Engineering,Development,us-east-1,2025-12-19,2026-01-02,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001701,2026-05-29
VULN-001751,CVE-2024-2751,APP001,Application-001,ASSET-001751,host-001751.corp.local,10.6.109.215,windows,VM,False,Low,In Progress,True,False,False,owner11@example.com,sysadmin1@example.com,HR,Development,us-west-2,2026-01-14,2026-02-05,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-001751,2026-06-19
VULN-001801,CVE-2024-2801,APP001,Application-001,ASSET-001801,host-001801.corp.local,10.7.112.9,solaris,VM,False,High,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Marketing,Production,us-west-2,2025-11-05,2025-11-16,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001801,2026-06-25
VULN-001851,CVE-2024-2851,APP001,Application-001,ASSET-001851,host-001851.corp.local,10.7.115.59,linux,Container,False,Medium,In Progress,True,False,False,owner11@example.com,sysadmin1@example.com,Finance,Development,us-west-2,2025-07-07,2025-09-21,False,Linux,RHEL 8,Sample finding for vulnerability VULN-001851,2026-06-04
VULN-001901,CVE-2024-2901,APP001,Application-001,ASSET-001901,host-001901.corp.local,10.7.118.109,aix,Physical,False,Low,Accepted Risk,True,False,False,owner1@example.com,sysadmin1@example.com,Marketing,Production,us-east-1,2025-09-21,2025-10-30,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-001901,2026-06-07
VULN-001951,CVE-2024-2951,APP001,Application-001,ASSET-001951,host-001951.corp.local,10.7.121.159,linux,VM,False,Medium,Remediated,True,False,False,owner11@example.com,sysadmin1@example.com,Finance,Production,ap-south-1,2026-02-13,2026-03-28,True,Linux,RHEL 8,Sample finding for vulnerability VULN-001951,2026-06-15
VULN-002001,CVE-2024-3001,APP001,Application-001,ASSET-002001,host-002001.corp.local,10.7.125.209,windows,Container,False,High,Accepted Risk,True,False,True,owner1@example.com,sysadmin1@example.com,Finance,Staging,eu-west-1,2025-11-18,2025-12-20,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002001,2026-06-19
VULN-002051,CVE-2024-3051,APP001,Application-001,ASSET-002051,host-002051.corp.local,10.8.128.3,windows,Container,True,High,In Progress,True,False,True,owner11@example.com,sysadmin1@example.com,Finance,Production,us-east-1,2025-07-05,2025-09-24,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-002051,2026-06-24
VULN-002101,CVE-2024-3101,APP001,Application-001,ASSET-002101,host-002101.corp.local,10.8.131.53,linux,Physical,False,Medium,Open,True,False,False,owner1@example.com,sysadmin1@example.com,Retail,Production,eu-west-1,2026-05-10,2026-06-11,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002101,2026-06-08
VULN-002151,CVE-2024-3151,APP001,Application-001,ASSET-002151,host-002151.corp.local,10.8.134.103,windows,Container,False,High,In Progress,True,False,False,owner11@example.com,sysadmin1@example.com,Engineering,Production,us-east-1,2026-03-13,2026-05-15,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-002151,2026-06-19
VULN-002201,CVE-2024-3201,APP001,Application-001,ASSET-002201,host-002201.corp.local,10.8.137.153,linux,VM,False,Critical,In Progress,True,False,False,owner1@example.com,sysadmin1@example.com,HR,Development,eu-west-1,2025-06-25,2025-07-09,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002201,2026-05-31
VULN-002251,CVE-2024-3251,APP001,Application-001,ASSET-002251,host-002251.corp.local,10.8.140.203,linux,VM,False,High,Remediated,True,True,False,owner11@example.com,sysadmin1@example.com,Retail,Development,us-east-1,2026-03-12,2026-05-05,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002251,2026-06-08
VULN-002301,CVE-2024-3301,APP001,Application-001,ASSET-002301,host-002301.corp.local,10.8.143.253,windows,Container,False,Low,Accepted Risk,True,False,True,owner1@example.com,sysadmin1@example.com,HR,Development,us-west-2,2026-01-09,2026-04-08,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-002301,2026-06-19
VULN-002351,CVE-2024-3351,APP001,Application-001,ASSET-002351,host-002351.corp.local,10.9.146.47,windows,Container,False,Low,In Progress,True,False,True,owner11@example.com,sysadmin1@example.com,Engineering,Production,ap-south-1,2025-07-01,2025-07-10,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-002351,2026-06-02
VULN-002401,CVE-2024-3401,APP001,Application-001,ASSET-002401,host-002401.corp.local,10.9.150.97,aix,VM,True,Critical,Open,True,False,False,owner1@example.com,sysadmin1@example.com,HR,ProductVULN-002460,CVE-2024-3460,APP010,Application-010,ASSET-002460,host-002460.corp.local,10.9.153.156,linux,PhysiVULN-002451,CVE-2024-3451,APP001,Application-001,ASSET-002451,host-002451.corp.local,10.9.153.147,windows,Physical,False,High,Remediated,False,False,False,owner11@example.com,sysadmin1@example.com,Marketing,Production,us-west-2,2026-06-03,2026-08-31,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-002451,2026-06-12
VULN-002501,CVE-2024-3501,APP001,Application-001,ASSET-002501,host-002501.corp.local,10.9.156.197,solaris,Container,False,Low,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Marketing,Development,us-east-1,2025-10-22,2025-12-18,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-002501,2026-06-01
VULN-002551,CVE-2024-3551,APP001,Application-001,ASSET-002551,host-002551.corp.local,10.9.159.247,solaris,Container,False,Critical,Open,True,False,False,owner11@example.com,sysadmin1@example.com,Finance,Production,ap-south-1,2026-02-17,2026-03-29,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-002551,2026-06-25
VULN-002601,CVE-2024-3601,APP001,Application-001,ASSET-002601,host-002601.corp.local,10.10.162.41,aix,Container,False,Medium,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Retail,Development,us-east-1,2025-12-23,2026-01-12,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-002601,2026-06-21
VULN-002651,CVE-2024-3651,APP001,Application-001,ASSET-002651,host-002651.corp.local,10.10.165.91,solaris,Physical,False,High,In Progress,True,False,False,owner11@example.com,sysadmin1@example.com,Marketing,Development,eu-west-1,2025-08-05,2025-09-13,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-002651,2026-05-30
VULN-002701,CVE-2024-3701,APP001,Application-001,ASSET-002701,host-002701.corp.local,10.10.168.141,solaris,Container,False,Critical,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Marketing,Development,us-west-2,2025-08-23,2025-09-21,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-002701,2026-06-06
VULN-002751,CVE-2024-3751,APP001,Application-001,ASSET-002751,host-002751.corp.local,10.10.171.191,aix,Physical,False,Medium,Open,True,True,False,owner11@example.com,sysadmin1@example.com,Retail,Production,eu-west-1,2026-01-14,2026-03-08,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-002751,2026-06-22
VULN-002801,CVE-2024-3801,APP001,Application-001,ASSET-002801,host-002801.corp.local,10.10.175.241,linux,Physical,False,High,Accepted Risk,False,False,True,owner1@example.com,sysadmin1@example.com,Marketing,Production,eu-west-1,2026-06-08,2026-08-30,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002801,2026-05-27
VULN-002851,CVE-2024-3851,APP001,Application-001,ASSET-002851,host-002851.corp.local,10.11.178.35,aix,Container,True,Low,Remediated,True,False,False,owner11@example.com,sysadmin1@example.com,Marketing,Staging,us-east-1,2025-08-30,2025-10-24,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-002851,2026-06-12
VULN-002901,CVE-2024-3901,APP001,Application-001,ASSET-002901,host-002901.corp.local,10.11.181.85,solaris,Physical,False,Medium,In Progress,True,False,True,owner1@example.com,sysadmin1@example.com,HR,Staging,ap-south-1,2025-10-24,2025-11-03,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-002901,2026-05-27
VULN-002951,CVE-2024-3951,APP001,Application-001,ASSET-002951,host-002951.corp.local,10.11.184.135,linux,Physical,False,Medium,Remediated,True,False,True,owner11@example.com,sysadmin1@example.com,Finance,Development,ap-south-1,2026-01-28,2026-03-10,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-002951,2026-06-16
VULN-003001,CVE-2024-4001,APP001,Application-001,ASSET-003001,host-003001.corp.local,10.11.187.185,aix,VM,False,High,Accepted Risk,True,False,True,owner1@example.com,sysadmin1@example.com,Engineering,Development,us-west-2,2025-08-02,2025-08-12,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-003001,2026-06-09
VULN-003051,CVE-2024-4051,APP001,Application-001,ASSET-003051,host-003051.corp.local,10.11.190.235,solaris,VM,False,Medium,In Progress,True,False,True,owner11@example.com,sysadmin1@example.com,Marketing,Staging,eu-west-1,2026-01-17,2026-04-15,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-003051,2026-05-31
VULN-003101,CVE-2024-4101,APP001,Application-001,ASSET-003101,host-003101.corp.local,10.12.193.29,windows,Physical,False,High,Accepted Risk,True,True,True,owner1@example.com,sysadmin1@example.com,Engineering,Production,ap-south-1,2025-10-29,2025-12-23,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003101,2026-06-23
VULN-003151,CVE-2024-4151,APP001,Application-001,ASSET-003151,host-003151.corp.local,10.12.196.79,linux,VM,False,Low,In Progress,True,False,False,owner11@example.com,sysadmin1@example.com,Finance,Development,us-east-1,2026-01-11,2026-03-12,True,Linux,RHEL 8,Sample finding for vulnerability VULN-003151,2026-05-28
VULN-003201,CVE-2024-4201,APP001,Application-001,ASSET-003201,host-003201.corp.local,10.12.200.129,windows,Container,False,Medium,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Engineering,Staging,us-west-2,2025-09-05,2025-10-17,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003201,2026-05-30
VULN-003251,CVE-2024-4251,APP001,Application-001,ASSET-003251,host-003251.corp.local,10.12.203.179,windows,Container,True,High,Accepted Risk,True,False,False,owner11@example.com,sysadmin1@example.com,Retail,Staging,eu-west-1,2026-01-29,2026-04-28,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003251,2026-06-16
VULN-003301,CVE-2024-4301,APP001,Application-001,ASSET-003301,host-003301.corp.local,10.12.206.229,linux,Container,False,Medium,Remediated,True,False,False,owner1@example.com,sysadmin1@example.com,Marketing,Staging,us-west-2,2025-11-21,2026-01-05,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-003301,2026-06-18
VULN-003351,CVE-2024-4351,APP001,Application-001,ASSET-003351,host-003351.corp.local,10.13.209.23,aix,VM,False,Medium,Remediated,True,False,False,owner11@example.com,sysadmin1@example.com,Marketing,Production,eu-west-1,2026-03-22,2026-04-15,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-003351,2026-06-22
VULN-003401,CVE-2024-4401,APP001,Application-001,ASSET-003401,host-003401.corp.local,10.13.212.73,windows,VM,False,Medium,Accepted Risk,True,False,False,owner1@example.com,sysadmin1@example.com,Finance,Production,ap-south-1,2025-08-08,2025-10-22,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-003401,2026-05-29
VULN-003451,CVE-2024-4451,APP001,Application-001,ASSET-003451,host-003451.corp.local,10.13.215.123,aix,Physical,False,Medium,In Progress,True,False,False,owner11@example.com,sysadmin1@example.com,Retail,Staging,us-west-2,2025-10-31,2025-11-30,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-003451,2026-06-23
VULN-003501,CVE-2024-4501,APP001,Application-001,ASSET-003501,host-003501.corp.local,10.13.218.173,windows,Container,True,Medium,Accepted Risk,True,False,False,owner1@example.com,sysadmin1@example.com,Retail,Development,us-west-2,2026-03-10,2026-04-06,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003501,2026-06-24
VULN-003551,CVE-2024-4551,APP001,Application-001,ASSET-003551,host-003551.corp.local,10.13.221.223,windows,VM,False,Low,Remediated,True,False,True,owner11@example.com,sysadmin1@example.com,Marketing,Production,eu-west-1,2025-11-10,2026-01-02,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003551,2026-06-18
VULN-003601,CVE-2024-4601,APP001,Application-001,ASSET-003601,host-003601.corp.local,10.14.225.17,windows,Physical,True,Medium,In Progress,True,False,False,owner1@example.com,sysadmin1@example.com,HR,Staging,us-east-1,2025-10-21,2025-11-02,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003601,2026-06-16
VULN-003651,CVE-2024-4651,APP001,Application-001,ASSET-003651,host-003651.corp.lVULN-003710,CVE-2024-4710,APP010,Application-010,ASSET-003710,host-003710.corp.local,10.14.231.126,solaris,VM,False,Medium,Remediated,False,False,True,owner10@example.com,sysadmin0@example.com,HR,Development,us-west-2,2026-05-29,2026-07-08VULN-003701,CVE-2024-4701,APP001,Application-001,ASSET-003701,host-003701.corp.local,10.14.231.117,windows,Container,False,High,Open,True,False,False,owner1@example.com,sysadmin1@example.com,Engineering,Development,ap-south-1,2026-04-21,2026-05-07,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-003701,2026-06-16
VULN-003751,CVE-2024-4751,APP001,Application-001,ASSET-003751,host-003751.corp.local,10.14.234.167,linux,Container,False,Critical,Accepted Risk,True,False,False,owner11@example.com,sysadmin1@example.com,Marketing,Staging,ap-south-1,2025-11-16,2026-01-12,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-003751,2026-06-08
VULN-003801,CVE-2024-4801,APP001,Application-001,ASSET-003801,host-003801.corp.local,10.14.237.217,windows,Physical,False,Low,Accepted Risk,True,False,False,owner1@example.com,sysadmin1@example.com,Retail,Development,eu-west-1,2025-09-06,2025-11-27,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-003801,2026-06-05
VULN-003851,CVE-2024-4851,APP001,Application-001,ASSET-003851,host-003851.corp.local,10.15.240.11,aix,Physical,True,Medium,Accepted Risk,True,False,True,owner11@example.com,sysadmin1@example.com,Engineering,Development,us-west-2,2025-06-29,2025-09-13,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-003851,2026-05-29
VULN-003901,CVE-2024-4901,APP001,Application-001,ASSET-003901,host-003901.corp.local,10.15.243.61,linux,Physical,False,Medium,Open,True,False,False,owner1@example.com,sysadmin1@example.com,Marketing,Development,eu-west-1,2025-09-29,2025-12-09,False,Linux,RHEL 8,Sample finding for vulnerability VULN-003901,2026-06-15
VULN-003951,CVE-2024-4951,APP001,Application-001,ASSET-003951,host-003951.corp.local,10.15.246.111,aix,Physical,False,High,Open,True,False,True,owner11@example.com,sysadmin1@example.com,HR,Production,us-west-2,2026-02-13,2026-03-18,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-003951,2026-06-07
VULN-004001,CVE-2024-5001,APP001,Application-001,ASSET-004001,host-004001.corp.local,10.15.250.161,windows,VM,False,Medium,Open,True,True,False,owner1@example.com,sysadmin1@example.com,Engineering,Development,eu-west-1,2026-05-12,2026-06-10,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-004001,2026-06-07
VULN-004051,CVE-2024-5051,APP001,Application-001,ASSET-004051,host-004051.corp.local,10.15.253.211,windows,Physical,False,Critical,Remediated,True,False,False,owner11@example.com,sysadmin1@example.com,Engineering,Production,ap-south-1,2026-01-08,2026-03-18,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-004051,2026-06-14
VULN-004101,CVE-2024-5101,APP001,Application-001,ASSET-004101,host-004101.corp.local,10.16.0.5,linux,VM,True,Critical,In Progress,False,False,False,owner1@example.com,sysadmin1@example.com,Finance,Production,us-east-1,2026-05-31,2026-08-09,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-004101,2026-05-30
VULN-004151,CVE-2024-5151,APP001,Application-001,ASSET-004151,host-004151.corp.local,10.16.3.55,aix,Container,False,Medium,Remediated,True,False,False,owner11@example.com,sysadmin1@example.com,Engineering,Staging,eu-west-1,2025-12-25,2026-02-12,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-004151,2026-05-27
